Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,39.09090805053711,39.09090805053711,38.909088134765625,39.0,35.90947341918945,12501758
2019-08-02,38.6363639831543,38.727272033691406,38.45454406738281,38.5,35.4490966796875,14854332
2019-08-05,38.3636360168457,38.45454406738281,38.1363639831543,38.18181610107422,35.156124114990234,12589204
2019-08-06,37.727272033691406,38.18181610107422,37.3636360168457,37.909088134765625,34.90501022338867,15560532
2019-08-07,37.909088134765625,38.18181610107422,37.727272033691406,37.8636360168457,34.8631591796875,10301805
2019-08-08,37.95454406738281,38.18181610107422,37.909088134765625,38.09090805053711,35.07242202758789,9580285
2019-08-12,37.95454406738281,38.54545211791992,37.95454406738281,38.09090805053711,35.07242202758789,7246222
2019-08-13,38.5,38.727272033691406,38.409088134765625,38.45454406738281,35.40724182128906,14178831
2019-08-14,38.772727966308594,38.772727966308594,38.227272033691406,38.227272033691406,35.19797897338867,10860173
2019-08-15,37.909088134765625,38.54545211791992,37.818180084228516,38.09090805053711,35.07242202758789,11359108
2019-08-16,38.09090805053711,39.54545211791992,38.04545211791992,39.227272033691406,36.11873245239258,21988236
2019-08-19,39.227272033691406,39.6363639831543,39.1363639831543,39.409088134765625,36.2861442565918,14711672
2019-08-20,39.318180084228516,39.45454406738281,39.0,39.0,35.90947341918945,13137737
2019-08-21,38.95454406738281,39.45454406738281,38.909088134765625,39.0,35.90947341918945,9291775
2019-08-22,39.18181610107422,39.409088134765625,39.09090805053711,39.18181610107422,36.076881408691406,8195814
2019-08-23,39.18181610107422,39.3636360168457,39.04545211791992,39.18181610107422,36.076881408691406,6302274
2019-08-26,38.8636360168457,39.318180084228516,38.8636360168457,39.09090805053711,35.99317932128906,8788358
2019-08-27,39.409088134765625,39.54545211791992,39.227272033691406,39.54545211791992,36.41170120239258,18126916
2019-08-28,39.54545211791992,39.727272033691406,39.45454406738281,39.727272033691406,36.5791130065918,7014800
2019-08-29,39.54545211791992,39.59090805053711,39.18181610107422,39.227272033691406,36.11873245239258,9889596
2019-08-30,39.318180084228516,39.68181610107422,39.272727966308594,39.68181610107422,36.537261962890625,11333076
2019-09-02,39.3636360168457,39.68181610107422,39.3636360168457,39.54545211791992,36.41170120239258,3145107
2019-09-03,39.54545211791992,39.727272033691406,39.318180084228516,39.318180084228516,36.20244216918945,8078986
2019-09-04,39.318180084228516,39.6363639831543,39.272727966308594,39.5,36.369850158691406,8312205
2019-09-05,39.5,40.0,39.5,39.95454406738281,36.78837585449219,16975484
2019-09-06,40.0,40.04545211791992,39.818180084228516,40.0,36.830230712890625,7769072
2019-09-10,40.727272033691406,40.95454406738281,40.727272033691406,40.818180084228516,37.58357238769531,19805207
2019-09-11,40.909088134765625,40.909088134765625,40.59090805053711,40.8636360168457,37.62542724609375,8701451
